Datetime,Global_active_power_kW,Global_reactive_power_kW,Voltage_V,Global_intensity_A,Sub_metering_1_Wh,Sub_metering_2_Wh,Sub_metering_3_Wh,Energy_kWh,Temperature_C,Humidity_pct,Apparent_Temp_C,Occupancy_Ratio,Occupied_Flag,Zone_Activity_Level,Hour,DayOfWeek,DayName,Month,Year,IsWeekend,Occupancy_Level,Occupancy_Score
2025-11-10 13:00:00,1.146,0.156,239.76,4.78,0.0,0.0,55.0,1.146,17.2,57.5,16.9,0.72,1.0,High,13,0,Monday,11,2025.0,0,Low,0.15
2025-11-10 14:00:00,1.251,0.181,239.83,5.22,0.0,0.0,55.0,1.251,12.4,65.3,11.5,0.75,1.0,High,14,0,Monday,11,2025.0,0,Low,0.15
2025-11-10 15:00:00,1.007,0.099,238.86,4.22,0.0,0.0,55.0,1.007,18.0,58.1,17.9,0.64,1.0,High,15,0,Monday,11,2025.0,0,Low,0.15
2025-11-10 16:00:00,1.714,0.207,241.41,7.1,0.0,0.0,55.0,1.714,17.1,62.8,17.1,0.67,1.0,High,16,0,Monday,11,2025.0,0,Medium,0.5
2025-11-10 17:00:00,1.96,0.265,242.66,8.08,0.0,0.0,55.0,1.96,16.3,61.1,16.0,0.68,1.0,High,17,0,Monday,11,2025.0,0,Medium,0.5
2025-11-10 18:00:00,2.983,0.28,234.69,12.71,17.3,0.0,55.0,2.983,15.0,63.4,14.6,0.69,1.0,High,18,0,Monday,11,2025.0,0,High,0.85
2025-11-10 19:00:00,2.956,0.267,245.86,12.02,22.3,0.0,55.0,2.956,16.2,57.9,15.7,0.31,1.0,Moderate,19,0,Monday,11,2025.0,0,High,0.85
2025-11-10 20:00:00,3.324,0.505,240.4,13.83,22.8,0.0,55.0,3.324,14.7,63.6,14.2,0.32,1.0,Moderate,20,0,Monday,11,2025.0,0,High,0.85
2025-11-10 21:00:00,3.179,0.258,240.31,13.23,3.5,0.0,55.0,3.179,10.8,71.3,9.8,0.27,0.0,Moderate,21,0,Monday,11,2025.0,0,High,0.85
2025-11-10 22:00:00,2.501,0.36,236.1,10.59,0.0,0.0,55.0,2.501,11.3,62.5,10.1,0.3,1.0,Moderate,22,0,Monday,11,2025.0,0,High,0.85
2025-11-10 23:00:00,2.116,0.36,238.4,8.87,0.0,0.0,55.0,2.116,8.0,72.5,6.6,0.23,0.0,Moderate,23,0,Monday,11,2025.0,0,Medium,0.5
2025-11-11 00:00:00,1.28,0.107,243.81,5.25,0.0,0.0,55.0,1.28,6.4,69.0,4.6,0.12,0.0,Low,0,1,Tuesday,11,2025.0,0,Low,0.15
2025-11-11 01:00:00,1.297,0.229,240.19,5.4,0.0,0.0,55.0,1.297,6.7,72.7,5.1,0.12,0.0,Low,1,1,Tuesday,11,2025.0,0,Low,0.15
2025-11-11 02:00:00,1.25,0.139,241.16,5.18,0.0,0.0,55.0,1.25,8.5,68.3,7.0,0.12,0.0,Low,2,1,Tuesday,11,2025.0,0,Low,0.15
2025-11-11 03:00:00,1.23,0.269,238.71,5.15,0.0,0.0,55.0,1.23,8.4,67.5,6.9,0.12,0.0,Low,3,1,Tuesday,11,2025.0,0,Low,0.15
2025-11-11 04:00:00,1.05,0.227,245.52,4.28,0.0,0.0,55.0,1.05,7.9,69.8,6.4,0.12,0.0,Low,4,1,Tuesday,11,2025.0,0,Low,0.15
2025-11-11 05:00:00,1.251,0.232,239.57,5.22,0.0,0.0,55.0,1.251,8.8,73.5,7.5,0.12,0.0,Low,5,1,Tuesday,11,2025.0,0,Low,0.15
2025-11-11 06:00:00,1.962,0.212,243.17,8.07,0.0,0.0,55.0,1.962,9.2,68.2,7.8,0.33,1.0,Moderate,6,1,Tuesday,11,2025.0,0,Medium,0.5
2025-11-11 07:00:00,3.066,0.642,239.58,12.8,0.0,14.6,55.0,3.066,8.5,70.0,7.1,0.24,0.0,Moderate,7,1,Tuesday,11,2025.0,0,High,0.85
2025-11-11 08:00:00,3.228,0.709,240.97,13.39,0.0,6.1,55.0,3.228,11.4,63.5,10.2,0.65,1.0,High,8,1,Tuesday,11,2025.0,0,High,0.85
2025-11-11 09:00:00,2.691,0.346,240.99,11.17,0.0,6.2,55.0,2.691,13.2,71.7,12.8,0.66,1.0,High,9,1,Tuesday,11,2025.0,0,High,0.85
2025-11-11 10:00:00,1.961,0.303,242.59,8.09,0.0,0.0,55.0,1.961,14.4,66.1,14.0,0.63,1.0,High,10,1,Tuesday,11,2025.0,0,Medium,0.5
2025-11-11 11:00:00,1.298,0.066,242.07,5.36,0.0,0.0,55.0,1.298,16.3,61.8,16.1,0.66,1.0,High,11,1,Tuesday,11,2025.0,0,Low,0.15
2025-11-11 12:00:00,1.218,0.07,238.67,5.11,0.0,0.0,55.0,1.218,16.6,60.5,16.4,0.67,1.0,High,12,1,Tuesday,11,2025.0,0,Low,0.15
2025-11-11 13:00:00,1.241,0.168,243.25,5.1,0.0,0.0,55.0,1.241,16.9,65.8,17.1,0.64,1.0,High,13,1,Tuesday,11,2025.0,0,Low,0.15
2025-11-11 14:00:00,1.247,0.191,237.23,5.26,0.0,0.0,55.0,1.247,18.4,56.6,18.3,0.78,1.0,High,14,1,Tuesday,11,2025.0,0,Low,0.15
2025-11-11 15:00:00,1.195,0.123,236.69,5.05,0.0,0.0,55.0,1.195,17.0,51.9,16.3,0.72,1.0,High,15,1,Tuesday,11,2025.0,0,Low,0.15
2025-11-11 16:00:00,1.54,0.103,239.18,6.44,0.0,0.0,55.0,1.54,15.5,62.4,15.1,0.76,1.0,High,16,1,Tuesday,11,2025.0,0,Low,0.15
2025-11-11 17:00:00,1.909,0.349,241.1,7.92,0.0,0.0,55.0,1.909,16.1,67.5,16.2,0.67,1.0,High,17,1,Tuesday,11,2025.0,0,Medium,0.5
2025-11-11 18:00:00,2.549,0.309,237.14,10.75,24.9,0.0,55.0,2.549,14.4,70.8,14.2,0.7,1.0,High,18,1,Tuesday,11,2025.0,0,High,0.85
2025-11-11 19:00:00,3.05,0.489,239.78,12.72,6.4,0.0,55.0,3.05,13.5,63.1,12.7,0.28,0.0,Moderate,19,1,Tuesday,11,2025.0,0,High,0.85
2025-11-11 20:00:00,3.242,0.52,236.12,13.73,24.5,0.0,55.0,3.242,13.1,64.2,12.3,0.24,0.0,Moderate,20,1,Tuesday,11,2025.0,0,High,0.85
2025-11-11 21:00:00,3.142,0.449,239.25,13.13,9.1,0.0,55.0,3.142,10.8,68.3,9.7,0.29,0.0,Moderate,21,1,Tuesday,11,2025.0,0,High,0.85
2025-11-11 22:00:00,2.507,0.201,242.72,10.33,0.0,0.0,55.0,2.507,10.2,64.9,8.9,0.3,1.0,Moderate,22,1,Tuesday,11,2025.0,0,High,0.85
2025-11-11 23:00:00,2.247,0.348,237.64,9.46,0.0,0.0,55.0,2.247,6.7,71.7,5.0,0.28,0.0,Moderate,23,1,Tuesday,11,2025.0,0,Medium,0.5
2025-11-12 00:00:00,1.248,0.131,236.58,5.27,0.0,0.0,55.0,1.248,8.8,66.9,7.3,0.12,0.0,Low,0,2,Wednesday,11,2025.0,0,Low,0.15
2025-11-12 01:00:00,0.951,0.18,241.06,3.95,0.0,0.0,55.0,0.951,7.7,73.3,6.2,0.12,0.0,Low,1,2,Wednesday,11,2025.0,0,Low,0.15
2025-11-12 02:00:00,1.43,0.118,237.79,6.01,0.0,0.0,55.0,1.43,5.9,73.3,4.1,0.12,0.0,Low,2,2,Wednesday,11,2025.0,0,Low,0.15
2025-11-12 03:00:00,0.988,0.098,246.78,4.01,0.0,0.0,55.0,0.988,8.0,72.1,6.5,0.12,0.0,Low,3,2,Wednesday,11,2025.0,0,Low,0.15
2025-11-12 04:00:00,1.222,0.153,240.54,5.08,0.0,0.0,55.0,1.222,8.6,66.5,7.0,0.12,0.0,Low,4,2,Wednesday,11,2025.0,0,Low,0.15
2025-11-12 05:00:00,1.555,0.273,242.87,6.4,0.0,0.0,55.0,1.555,5.3,79.8,3.6,0.12,0.0,Low,5,2,Wednesday,11,2025.0,0,Low,0.15
2025-11-12 06:00:00,2.067,0.357,236.32,8.75,0.0,0.0,55.0,2.067,7.3,71.0,5.7,0.24,0.0,Moderate,6,2,Wednesday,11,2025.0,0,Medium,0.5
2025-11-12 07:00:00,2.528,0.271,241.28,10.48,0.0,12.5,55.0,2.528,8.3,69.0,6.8,0.28,0.0,Moderate,7,2,Wednesday,11,2025.0,0,High,0.85
2025-11-12 08:00:00,3.024,0.414,237.18,12.75,0.0,4.7,55.0,3.024,9.3,63.2,7.7,0.62,1.0,High,8,2,Wednesday,11,2025.0,0,High,0.85
2025-11-12 09:00:00,2.587,0.232,239.5,10.8,0.0,2.8,55.0,2.587,13.2,63.3,12.4,0.67,1.0,High,9,2,Wednesday,11,2025.0,0,High,0.85
2025-11-12 10:00:00,2.077,0.376,237.89,8.73,0.0,0.0,55.0,2.077,13.0,64.6,12.2,0.71,1.0,High,10,2,Wednesday,11,2025.0,0,Medium,0.5
2025-11-12 11:00:00,1.599,0.133,242.91,6.58,0.0,0.0,55.0,1.599,14.1,59.2,13.2,0.58,1.0,High,11,2,Wednesday,11,2025.0,0,Medium,0.5
2025-11-12 12:00:00,1.161,0.22,240.9,4.82,0.0,0.0,55.0,1.161,12.5,62.9,11.5,0.61,1.0,High,12,2,Wednesday,11,2025.0,0,Low,0.15
2025-11-12 13:00:00,1.124,0.235,240.33,4.68,0.0,0.0,55.0,1.124,17.3,59.7,17.2,0.65,1.0,High,13,2,Wednesday,11,2025.0,0,Low,0.15
2025-11-12 14:00:00,3.315,0.725,243.81,13.6,0.0,0.0,55.0,3.315,15.0,62.7,14.5,0.72,1.0,High,14,2,Wednesday,11,2025.0,0,High,0.85
2025-11-12 15:00:00,1.315,0.257,240.04,5.48,0.0,0.0,55.0,1.315,17.1,51.9,16.4,0.76,1.0,High,15,2,Wednesday,11,2025.0,0,Low,0.15
2025-11-12 16:00:00,4.988,0.437,242.89,20.54,0.0,0.0,55.0,4.988,17.2,59.9,17.1,0.6,1.0,High,16,2,Wednesday,11,2025.0,0,High,0.85
2025-11-12 17:00:00,2.203,0.266,245.04,8.99,0.0,0.0,55.0,2.203,18.4,57.8,18.4,0.76,1.0,High,17,2,Wednesday,11,2025.0,0,Medium,0.5
2025-11-12 18:00:00,2.672,0.174,240.39,11.12,24.2,0.0,55.0,2.672,13.6,63.4,12.9,0.58,1.0,High,18,2,Wednesday,11,2025.0,0,High,0.85
2025-11-12 19:00:00,3.488,0.272,240.73,14.49,4.9,0.0,55.0,3.488,10.0,71.6,8.9,0.34,1.0,Moderate,19,2,Wednesday,11,2025.0,0,High,0.85
2025-11-12 20:00:00,3.416,0.2,242.67,14.08,11.4,0.0,55.0,3.416,13.6,73.8,13.4,0.32,1.0,Moderate,20,2,Wednesday,11,2025.0,0,High,0.85
2025-11-12 21:00:00,3.086,0.491,244.02,12.65,19.3,0.0,55.0,3.086,14.7,66.0,14.3,0.3,1.0,Moderate,21,2,Wednesday,11,2025.0,0,High,0.85
2025-11-12 22:00:00,2.644,0.372,240.36,11.0,0.0,0.0,55.0,2.644,12.6,58.2,11.4,0.31,1.0,Moderate,22,2,Wednesday,11,2025.0,0,High,0.85
2025-11-12 23:00:00,1.922,0.396,238.22,8.07,0.0,0.0,55.0,1.922,9.8,64.8,8.4,0.23,0.0,Moderate,23,2,Wednesday,11,2025.0,0,Medium,0.5
2025-11-13 00:00:00,1.153,0.148,242.43,4.75,0.0,0.0,55.0,1.153,7.7,71.2,6.2,0.12,0.0,Low,0,3,Thursday,11,2025.0,0,Low,0.15
2025-11-13 01:00:00,0.968,0.154,241.6,4.01,0.0,0.0,55.0,0.968,8.9,69.7,7.5,0.12,0.0,Low,1,3,Thursday,11,2025.0,0,Low,0.15
2025-11-13 02:00:00,1.19,0.141,242.4,4.91,0.0,0.0,55.0,1.19,5.7,74.8,4.0,0.12,0.0,Low,2,3,Thursday,11,2025.0,0,Low,0.15
2025-11-13 03:00:00,1.019,0.195,241.96,4.21,0.0,0.0,55.0,1.019,7.7,67.7,6.0,0.12,0.0,Low,3,3,Thursday,11,2025.0,0,Low,0.15
2025-11-13 04:00:00,1.083,0.225,240.58,4.5,0.0,0.0,55.0,1.083,7.9,66.2,6.2,0.12,0.0,Low,4,3,Thursday,11,2025.0,0,Low,0.15
2025-11-13 05:00:00,1.434,0.177,240.74,5.96,0.0,0.0,55.0,1.434,9.3,75.8,8.2,0.12,0.0,Low,5,3,Thursday,11,2025.0,0,Low,0.15
2025-11-13 06:00:00,1.92,0.123,241.97,7.93,0.0,0.0,55.0,1.92,12.6,64.6,11.7,0.27,0.0,Moderate,6,3,Thursday,11,2025.0,0,Medium,0.5
2025-11-13 07:00:00,2.429,0.189,235.94,10.3,0.0,8.9,55.0,2.429,10.1,61.2,8.6,0.3,1.0,Moderate,7,3,Thursday,11,2025.0,0,High,0.85
2025-11-13 08:00:00,3.341,0.576,243.72,13.71,0.0,6.8,55.0,3.341,9.9,73.8,8.9,0.74,1.0,High,8,3,Thursday,11,2025.0,0,High,0.85
2025-11-13 09:00:00,2.77,0.292,241.26,11.48,0.0,19.5,55.0,2.77,12.0,57.4,10.7,0.73,1.0,High,9,3,Thursday,11,2025.0,0,High,0.85
2025-11-13 10:00:00,2.306,0.423,237.63,9.7,0.0,0.0,55.0,2.306,10.6,48.4,8.6,0.67,1.0,High,10,3,Thursday,11,2025.0,0,Medium,0.5
2025-11-13 11:00:00,1.511,0.268,240.52,6.28,0.0,0.0,55.0,1.511,13.5,67.5,12.9,0.7,1.0,High,11,3,Thursday,11,2025.0,0,Low,0.15
2025-11-13 12:00:00,1.264,0.212,243.69,5.19,0.0,0.0,55.0,1.264,14.9,67.0,14.6,0.76,1.0,High,12,3,Thursday,11,2025.0,0,Low,0.15
2025-11-13 13:00:00,1.051,0.198,240.81,4.36,0.0,0.0,55.0,1.051,15.5,64.0,15.2,0.66,1.0,High,13,3,Thursday,11,2025.0,0,Low,0.15
2025-11-13 14:00:00,0.914,0.163,237.95,3.84,0.0,0.0,55.0,0.914,17.1,54.2,16.6,0.59,1.0,High,14,3,Thursday,11,2025.0,0,Low,0.15
2025-11-13 15:00:00,1.32,0.208,236.43,5.58,0.0,0.0,55.0,1.32,15.8,61.5,15.4,0.65,1.0,High,15,3,Thursday,11,2025.0,0,Low,0.15
2025-11-13 16:00:00,1.468,0.074,246.9,5.95,0.0,0.0,55.0,1.468,18.5,58.2,18.6,0.61,1.0,High,16,3,Thursday,11,2025.0,0,Low,0.15
2025-11-13 17:00:00,1.993,0.274,235.13,8.48,0.0,0.0,55.0,1.993,16.3,58.6,15.9,0.67,1.0,High,17,3,Thursday,11,2025.0,0,Medium,0.5
2025-11-13 18:00:00,2.534,0.383,240.94,10.52,2.9,0.0,55.0,2.534,15.5,69.0,15.5,0.61,1.0,High,18,3,Thursday,11,2025.0,0,High,0.85
2025-11-13 19:00:00,3.094,0.66,238.36,12.98,0.2,0.0,55.0,3.094,14.0,58.0,13.1,0.31,1.0,Moderate,19,3,Thursday,11,2025.0,0,High,0.85
2025-11-13 20:00:00,3.548,0.57,242.92,14.61,23.4,0.0,55.0,3.548,13.5,65.2,12.8,0.33,1.0,Moderate,20,3,Thursday,11,2025.0,0,High,0.85
2025-11-13 21:00:00,3.278,0.485,236.59,13.85,13.3,0.0,55.0,3.278,13.2,69.8,12.7,0.31,1.0,Moderate,21,3,Thursday,11,2025.0,0,High,0.85
2025-11-13 22:00:00,2.529,0.359,244.5,10.34,0.0,0.0,55.0,2.529,9.4,68.8,8.1,0.27,0.0,Moderate,22,3,Thursday,11,2025.0,0,High,0.85
2025-11-13 23:00:00,1.915,0.129,239.65,7.99,0.0,0.0,55.0,1.915,8.5,73.8,7.2,0.24,0.0,Moderate,23,3,Thursday,11,2025.0,0,Medium,0.5
2025-11-14 00:00:00,0.949,0.116,239.38,3.96,0.0,0.0,55.0,0.949,8.0,70.8,6.5,0.12,0.0,Low,0,4,Friday,11,2025.0,0,Low,0.15
2025-11-14 01:00:00,1.281,0.093,239.12,5.36,0.0,0.0,55.0,1.281,5.7,72.0,3.9,0.12,0.0,Low,1,4,Friday,11,2025.0,0,Low,0.15
2025-11-14 02:00:00,1.346,0.079,238.34,5.65,0.0,0.0,55.0,1.346,5.9,71.5,4.1,0.12,0.0,Low,2,4,Friday,11,2025.0,0,Low,0.15
2025-11-14 03:00:00,1.192,0.126,238.97,4.99,0.0,0.0,55.0,1.192,6.3,72.4,4.6,0.12,0.0,Low,3,4,Friday,11,2025.0,0,Low,0.15
2025-11-14 04:00:00,3.259,0.521,242.01,13.47,0.0,0.0,55.0,3.259,8.5,65.7,6.9,0.12,0.0,Low,4,4,Friday,11,2025.0,0,High,0.85
2025-11-14 05:00:00,1.316,0.26,235.18,5.59,0.0,0.0,55.0,1.316,8.1,61.4,6.3,0.12,0.0,Low,5,4,Friday,11,2025.0,0,Low,0.15
2025-11-14 06:00:00,2.254,0.423,237.9,9.48,0.0,0.0,55.0,2.254,8.8,72.2,7.5,0.33,1.0,Moderate,6,4,Friday,11,2025.0,0,Medium,0.5
2025-11-14 07:00:00,2.66,0.266,244.19,10.89,0.0,8.6,55.0,2.66,10.8,71.6,9.9,0.28,0.0,Moderate,7,4,Friday,11,2025.0,0,High,0.85
2025-11-14 08:00:00,3.308,0.191,239.75,13.8,0.0,15.0,55.0,3.308,10.5,67.3,9.3,0.69,1.0,High,8,4,Friday,11,2025.0,0,High,0.85
2025-11-14 09:00:00,2.797,0.331,238.4,11.73,0.0,0.8,55.0,2.797,12.6,61.6,11.6,0.72,1.0,High,9,4,Friday,11,2025.0,0,High,0.85
2025-11-14 10:00:00,2.027,0.21,236.43,8.57,0.0,0.0,55.0,2.027,13.1,56.1,11.9,0.72,1.0,High,10,4,Friday,11,2025.0,0,Medium,0.5
2025-11-14 11:00:00,1.228,0.139,236.72,5.19,0.0,0.0,55.0,1.228,14.9,62.9,14.4,0.61,1.0,High,11,4,Friday,11,2025.0,0,Low,0.15
2025-11-14 12:00:00,1.152,0.167,242.75,4.75,0.0,0.0,55.0,1.152,14.7,55.9,13.8,0.76,1.0,High,12,4,Friday,11,2025.0,0,Low,0.15
2025-11-14 13:00:00,3.424,0.189,237.7,14.4,0.0,0.0,55.0,3.424,12.7,56.8,11.4,0.67,1.0,High,13,4,Friday,11,2025.0,0,High,0.85
2025-11-14 14:00:00,1.062,0.12,242.25,4.38,0.0,0.0,55.0,1.062,16.6,61.0,16.4,0.69,1.0,High,14,4,Friday,11,2025.0,0,Low,0.15
2025-11-14 15:00:00,1.215,0.176,237.25,5.12,0.0,0.0,55.0,1.215,19.1,55.3,19.1,0.72,1.0,High,15,4,Friday,11,2025.0,0,Low,0.15
2025-11-14 16:00:00,1.425,0.176,239.65,5.95,0.0,0.0,55.0,1.425,18.2,61.6,18.4,0.62,1.0,High,16,4,Friday,11,2025.0,0,Low,0.15
2025-11-14 17:00:00,1.956,0.32,239.81,8.16,0.0,0.0,55.0,1.956,17.8,59.4,17.8,0.68,1.0,High,17,4,Friday,11,2025.0,0,Medium,0.5
2025-11-14 18:00:00,2.62,0.214,237.89,11.01,22.7,0.0,55.0,2.62,17.4,57.5,17.2,0.72,1.0,High,18,4,Friday,11,2025.0,0,High,0.85
2025-11-14 19:00:00,3.074,0.234,240.22,12.8,14.2,0.0,55.0,3.074,14.6,54.2,13.6,0.23,0.0,Moderate,19,4,Friday,11,2025.0,0,High,0.85
2025-11-14 20:00:00,3.416,0.35,234.08,14.59,21.2,0.0,55.0,3.416,13.6,59.3,12.6,0.32,1.0,Moderate,20,4,Friday,11,2025.0,0,High,0.85
2025-11-14 21:00:00,3.318,0.223,239.75,13.84,5.9,0.0,55.0,3.318,11.1,61.5,9.8,0.31,1.0,Moderate,21,4,Friday,11,2025.0,0,High,0.85
2025-11-14 22:00:00,2.522,0.227,241.25,10.46,0.0,0.0,55.0,2.522,10.2,60.1,8.7,0.26,0.0,Moderate,22,4,Friday,11,2025.0,0,High,0.85
2025-11-14 23:00:00,2.012,0.13,237.66,8.46,0.0,0.0,55.0,2.012,10.4,64.4,9.1,0.3,1.0,Moderate,23,4,Friday,11,2025.0,0,Medium,0.5
2025-11-15 00:00:00,0.93,0.11,240.6,3.87,0.0,0.0,55.0,0.93,10.3,60.4,8.8,0.14,0.0,Low,0,5,Saturday,11,2025.0,1,Low,0.15
2025-11-15 01:00:00,1.356,0.232,240.43,5.64,0.0,0.0,55.0,1.356,7.5,67.6,5.8,0.14,0.0,Low,1,5,Saturday,11,2025.0,1,Low,0.15
2025-11-15 02:00:00,1.194,0.118,240.54,4.97,0.0,0.0,55.0,1.194,6.5,70.4,4.7,0.14,0.0,Low,2,5,Saturday,11,2025.0,1,Low,0.15
2025-11-15 03:00:00,1.187,0.06,236.23,5.02,0.0,0.0,55.0,1.187,7.0,64.7,5.1,0.14,0.0,Low,3,5,Saturday,11,2025.0,1,Low,0.15
2025-11-15 04:00:00,1.256,0.182,240.27,5.23,0.0,0.0,55.0,1.256,8.1,70.1,6.6,0.14,0.0,Low,4,5,Saturday,11,2025.0,1,Low,0.15
2025-11-15 05:00:00,1.658,0.278,235.18,7.05,0.0,0.0,55.0,1.658,5.5,63.2,3.4,0.14,0.0,Low,5,5,Saturday,11,2025.0,1,Low,0.15
2025-11-15 06:00:00,2.457,0.286,238.24,10.31,0.0,0.0,55.0,2.457,5.0,64.8,2.9,0.37,1.0,Moderate,6,5,Saturday,11,2025.0,1,Medium,0.5
2025-11-15 07:00:00,3.12,0.314,239.99,13.0,0.0,0.8,55.0,3.12,8.7,66.9,7.2,0.34,1.0,Moderate,7,5,Saturday,11,2025.0,1,High,0.85
2025-11-15 08:00:00,3.42,0.456,240.58,14.21,0.0,7.8,55.0,3.42,8.9,70.7,7.6,0.38,1.0,Moderate,8,5,Saturday,11,2025.0,1,High,0.85
2025-11-15 09:00:00,2.742,0.184,236.61,11.59,0.0,15.0,55.0,2.742,11.2,69.7,10.3,0.33,1.0,Moderate,9,5,Saturday,11,2025.0,1,Medium,0.5
2025-11-15 10:00:00,1.724,0.275,239.2,7.21,0.0,0.0,55.0,1.724,13.1,72.0,12.7,0.28,0.0,Moderate,10,5,Saturday,11,2025.0,1,Medium,0.5
2025-11-15 11:00:00,1.238,0.216,242.22,5.11,0.0,0.0,55.0,1.238,13.8,61.5,13.0,0.38,1.0,Moderate,11,5,Saturday,11,2025.0,1,Medium,0.5
2025-11-15 12:00:00,1.116,0.189,237.26,4.7,0.0,0.0,55.0,1.116,17.7,59.6,17.7,0.35,1.0,Moderate,12,5,Saturday,11,2025.0,1,Medium,0.5
2025-11-15 13:00:00,0.727,0.077,233.97,3.11,0.0,0.0,55.0,0.727,16.8,55.8,16.3,0.35,1.0,Moderate,13,5,Saturday,11,2025.0,1,Medium,0.5
2025-11-15 14:00:00,0.846,0.163,241.48,3.5,0.0,0.0,55.0,0.846,17.3,54.3,16.8,0.39,1.0,Moderate,14,5,Saturday,11,2025.0,1,Medium,0.5
2025-11-15 15:00:00,0.911,0.192,237.36,3.84,0.0,0.0,55.0,0.911,17.9,61.2,18.0,0.26,0.0,Moderate,15,5,Saturday,11,2025.0,1,Medium,0.5
2025-11-15 16:00:00,1.139,0.114,238.21,4.78,0.0,0.0,55.0,1.139,15.1,58.4,14.4,0.31,1.0,Moderate,16,5,Saturday,11,2025.0,1,Medium,0.5
2025-11-15 17:00:00,1.713,0.162,240.37,7.13,0.0,0.0,55.0,1.713,17.9,66.3,18.4,0.29,0.0,Moderate,17,5,Saturday,11,2025.0,1,Medium,0.5
2025-11-15 18:00:00,2.833,0.481,240.22,11.79,20.1,0.0,55.0,2.833,15.4,54.8,14.6,0.34,1.0,Moderate,18,5,Saturday,11,2025.0,1,High,0.85
2025-11-15 19:00:00,3.393,0.578,242.86,13.97,9.2,0.0,55.0,3.393,15.5,64.4,15.2,0.36,1.0,Moderate,19,5,Saturday,11,2025.0,1,High,0.85
2025-11-15 20:00:00,4.032,0.552,239.32,16.85,18.8,0.0,55.0,4.032,11.7,60.0,10.4,0.39,1.0,Moderate,20,5,Saturday,11,2025.0,1,High,0.85
2025-11-15 21:00:00,3.511,0.727,240.19,14.62,4.1,0.0,55.0,3.511,9.7,62.6,8.2,0.32,1.0,Moderate,21,5,Saturday,11,2025.0,1,High,0.85
2025-11-15 22:00:00,2.685,0.201,235.26,11.41,0.0,0.0,55.0,2.685,11.9,67.5,11.0,0.36,1.0,Moderate,22,5,Saturday,11,2025.0,1,High,0.85
2025-11-15 23:00:00,2.245,0.294,241.76,9.29,0.0,0.0,55.0,2.245,10.1,63.0,8.7,0.38,1.0,Moderate,23,5,Saturday,11,2025.0,1,Medium,0.5
2025-11-16 00:00:00,1.384,0.077,238.06,5.81,0.0,0.0,55.0,1.384,7.1,66.1,5.3,0.14,0.0,Low,0,6,Sunday,11,2025.0,1,Low,0.15
2025-11-16 01:00:00,1.255,0.074,249.05,5.04,0.0,0.0,55.0,1.255,6.4,65.2,4.5,0.14,0.0,Low,1,6,Sunday,11,2025.0,1,Low,0.15
2025-11-16 02:00:00,1.043,0.062,239.4,4.36,0.0,0.0,55.0,1.043,8.9,76.2,7.8,0.14,0.0,Low,2,6,Sunday,11,2025.0,1,Low,0.15
2025-11-16 03:00:00,3.565,0.476,241.19,14.78,0.0,0.0,55.0,3.565,5.2,67.1,3.2,0.14,0.0,Low,3,6,Sunday,11,2025.0,1,High,0.85
2025-11-16 04:00:00,0.78,0.117,241.79,3.23,0.0,0.0,55.0,0.78,9.6,67.0,8.2,0.14,0.0,Low,4,6,Sunday,11,2025.0,1,Low,0.15
2025-11-16 05:00:00,1.539,0.078,239.75,6.42,0.0,0.0,55.0,1.539,6.3,68.3,4.4,0.14,0.0,Low,5,6,Sunday,11,2025.0,1,Low,0.15
2025-11-16 06:00:00,1.96,0.309,241.22,8.13,0.0,0.0,55.0,1.96,9.4,68.0,8.0,0.38,1.0,Moderate,6,6,Sunday,11,2025.0,1,Medium,0.5
2025-11-16 07:00:00,2.937,0.391,246.32,11.92,0.0,11.1,55.0,2.937,9.0,64.1,7.4,0.28,0.0,Moderate,7,6,Sunday,11,2025.0,1,High,0.85
2025-11-16 08:00:00,2.84,0.25,237.89,11.94,0.0,9.1,55.0,2.84,11.6,64.1,10.5,0.29,0.0,Moderate,8,6,Sunday,11,2025.0,1,Medium,0.5
2025-11-16 09:00:00,2.719,0.143,233.72,11.63,0.0,2.8,55.0,2.719,11.2,67.4,10.2,0.38,1.0,Moderate,9,6,Sunday,11,2025.0,1,Medium,0.5
2025-11-16 10:00:00,1.78,0.136,236.35,7.53,0.0,0.0,55.0,1.78,13.0,59.6,11.9,0.27,0.0,Moderate,10,6,Sunday,11,2025.0,1,Medium,0.5
2025-11-16 11:00:00,1.039,0.158,242.79,4.28,0.0,0.0,55.0,1.039,14.6,68.2,14.3,0.28,0.0,Moderate,11,6,Sunday,11,2025.0,1,Medium,0.5
2025-11-16 12:00:00,0.922,0.149,238.66,3.86,0.0,0.0,55.0,0.922,14.0,69.1,13.6,0.31,1.0,Moderate,12,6,Sunday,11,2025.0,1,Medium,0.5
2025-11-16 13:00:00,0.99,0.158,246.53,4.02,0.0,0.0,55.0,0.99,17.4,63.5,17.6,0.33,1.0,Moderate,13,6,Sunday,11,2025.0,1,Medium,0.5
2025-11-16 14:00:00,0.899,0.068,242.04,3.71,0.0,0.0,55.0,0.899,16.1,61.9,15.8,0.34,1.0,Moderate,14,6,Sunday,11,2025.0,1,Medium,0.5
2025-11-16 15:00:00,0.849,0.174,238.17,3.57,0.0,0.0,55.0,0.849,16.7,46.1,15.6,0.29,0.0,Moderate,15,6,Sunday,11,2025.0,1,Medium,0.5
