Date;Time;Global_active_power;Global_reactive_power;Voltage;Global_intensity;Sub_metering_1;Sub_metering_2;Sub_metering_3;Temperature_C;Humidity_pct;Occupancy_Ratio
25/11/2025;13:00:00;1.291;0.225;242.23;5.33;0.0;0.0;55.0;15.9;68.8;0.75
25/11/2025;14:00:00;1.134;0.118;240.62;4.71;0.0;0.0;55.0;16.7;62.5;0.65
25/11/2025;15:00:00;1.269;0.128;237.56;5.34;0.0;0.0;55.0;14.7;63.4;0.61
25/11/2025;16:00:00;1.224;0.195;239.11;5.12;0.0;0.0;55.0;16.3;53.2;0.67
25/11/2025;17:00:00;2.131;0.163;233.36;9.13;0.0;0.0;55.0;17.7;53.8;0.7
25/11/2025;18:00:00;2.315;0.457;245.66;9.42;10.2;0.0;55.0;16.4;59.3;0.76
25/11/2025;19:00:00;2.992;0.347;240.05;12.47;10.4;0.0;55.0;15.3;66.2;0.3
25/11/2025;20:00:00;3.189;0.17;242.78;13.13;24.4;0.0;55.0;13.4;53.3;0.23
25/11/2025;21:00:00;3.139;0.32;242.22;12.96;22.5;0.0;55.0;12.0;68.7;0.27
25/11/2025;22:00:00;2.627;0.482;239.9;10.95;0.0;0.0;55.0;9.7;64.8;0.25
25/11/2025;23:00:00;1.767;0.346;233.33;7.57;0.0;0.0;55.0;10.5;64.8;0.29
26/11/2025;00:00:00;0.717;0.105;238.44;3.01;0.0;0.0;55.0;9.1;68.4;0.12
26/11/2025;01:00:00;4.916;0.492;240.99;20.4;0.0;0.0;55.0;8.4;69.0;0.12
26/11/2025;02:00:00;1.464;0.205;240.17;6.1;0.0;0.0;55.0;6.4;65.7;0.12
26/11/2025;03:00:00;1.335;0.256;242.91;5.49;0.0;0.0;55.0;3.8;74.5;0.12
26/11/2025;04:00:00;1.234;0.128;239.99;5.14;0.0;0.0;55.0;8.8;55.8;0.12
26/11/2025;05:00:00;1.603;0.185;245.16;6.54;0.0;0.0;55.0;7.0;66.6;0.12
26/11/2025;06:00:00;1.848;0.262;237.03;7.8;0.0;0.0;55.0;7.2;69.4;0.33
26/11/2025;07:00:00;2.436;0.489;241.45;10.09;0.0;12.9;55.0;10.5;64.2;0.23
26/11/2025;08:00:00;3.064;0.456;237.12;12.92;0.0;2.1;55.0;10.1;57.2;0.66
26/11/2025;09:00:00;2.658;0.227;242.56;10.96;0.0;1.1;55.0;13.6;67.3;0.79
26/11/2025;10:00:00;2.156;0.14;237.89;9.06;0.0;0.0;55.0;14.2;56.8;0.71
26/11/2025;11:00:00;1.452;0.096;235.08;6.18;0.0;0.0;55.0;15.5;61.6;0.73
26/11/2025;12:00:00;1.371;0.29;235.84;5.81;0.0;0.0;55.0;13.5;64.4;0.67
26/11/2025;13:00:00;1.096;0.208;238.68;4.59;0.0;0.0;55.0;18.1;60.0;0.61
26/11/2025;14:00:00;1.074;0.194;244.36;4.4;0.0;0.0;55.0;17.2;66.5;0.74
26/11/2025;15:00:00;1.344;0.181;242.08;5.55;0.0;0.0;55.0;16.4;61.0;0.69
26/11/2025;16:00:00;1.672;0.275;241.25;6.93;0.0;0.0;55.0;17.0;62.9;0.73
26/11/2025;17:00:00;2.116;0.152;239.82;8.82;0.0;0.0;55.0;13.7;63.2;0.73
26/11/2025;18:00:00;2.751;0.428;236.85;11.62;13.5;0.0;55.0;16.1;64.5;0.72
26/11/2025;19:00:00;3.007;0.565;237.39;12.67;11.7;0.0;55.0;13.0;71.0;0.28
26/11/2025;20:00:00;3.596;0.218;238.46;15.08;11.2;0.0;55.0;11.3;66.1;0.23
26/11/2025;21:00:00;3.501;0.351;238.2;14.7;3.6;0.0;55.0;9.7;70.5;0.27
26/11/2025;22:00:00;2.533;0.174;238.16;10.64;0.0;0.0;55.0;12.4;71.8;0.26
26/11/2025;23:00:00;1.776;0.167;237.34;7.48;0.0;0.0;55.0;8.6;74.3;0.24
27/11/2025;00:00:00;1.146;0.208;240.02;4.78;0.0;0.0;55.0;10.8;63.9;0.12
27/11/2025;01:00:00;1.071;0.114;237.9;4.5;0.0;0.0;55.0;6.9;74.1;0.12
27/11/2025;02:00:00;1.367;0.229;243.17;5.62;0.0;0.0;55.0;4.6;72.0;0.12
27/11/2025;03:00:00;1.398;0.254;243.14;5.75;0.0;0.0;55.0;5.3;75.7;0.12
27/11/2025;04:00:00;1.236;0.233;241.68;5.11;0.0;0.0;55.0;9.0;70.0;0.12
27/11/2025;05:00:00;1.177;0.234;241.36;4.88;0.0;0.0;55.0;7.4;69.8;0.12
27/11/2025;06:00:00;1.988;0.301;235.65;8.44;0.0;0.0;55.0;7.6;70.5;0.24
27/11/2025;07:00:00;2.618;0.256;246.41;10.62;0.0;16.1;55.0;9.7;67.9;0.32
27/11/2025;08:00:00;3.253;0.246;239.21;13.6;0.0;7.2;55.0;11.5;66.7;0.58
27/11/2025;09:00:00;2.778;0.377;242.22;11.47;0.0;4.2;55.0;13.7;62.7;0.75
27/11/2025;10:00:00;2.033;0.137;242.33;8.39;0.0;0.0;55.0;15.5;60.8;0.65
27/11/2025;11:00:00;1.58;0.324;237.08;6.66;0.0;0.0;55.0;14.0;72.0;0.76
27/11/2025;12:00:00;3.498;0.438;238.24;14.68;0.0;0.0;55.0;13.5;66.0;0.71
27/11/2025;13:00:00;1.195;0.237;241.11;4.96;0.0;0.0;55.0;15.7;59.0;0.7
27/11/2025;14:00:00;1.412;0.241;235.67;5.99;0.0;0.0;55.0;17.2;59.2;0.75
27/11/2025;15:00:00;1.105;0.216;239.75;4.61;0.0;0.0;55.0;15.6;67.2;0.69
27/11/2025;16:00:00;1.542;0.309;233.29;6.61;0.0;0.0;55.0;15.4;58.4;0.62
27/11/2025;17:00:00;1.969;0.116;240.03;8.2;0.0;0.0;55.0;16.8;53.5;0.79
27/11/2025;18:00:00;2.479;0.43;243.85;10.17;1.8;0.0;55.0;15.5;55.0;0.58
27/11/2025;19:00:00;3.191;0.282;239.99;13.3;5.2;0.0;55.0;14.5;54.1;0.29
27/11/2025;20:00:00;3.407;0.743;235.9;14.44;12.6;0.0;55.0;12.2;58.2;0.3
27/11/2025;21:00:00;3.239;0.59;238.45;13.58;6.3;0.0;55.0;11.7;59.2;0.23
27/11/2025;22:00:00;2.579;0.131;241.72;10.67;0.0;0.0;55.0;9.3;73.9;0.23
27/11/2025;23:00:00;1.63;0.338;240.47;6.78;0.0;0.0;55.0;10.8;65.5;0.31
28/11/2025;00:00:00;1.052;0.105;241.27;4.36;0.0;0.0;55.0;10.0;64.6;0.12
28/11/2025;01:00:00;1.317;0.159;239.52;5.5;0.0;0.0;55.0;4.9;63.3;0.12
28/11/2025;02:00:00;1.021;0.157;237.86;4.29;0.0;0.0;55.0;5.8;69.1;0.12
28/11/2025;03:00:00;1.234;0.254;240.35;5.13;0.0;0.0;55.0;4.8;61.9;0.12
28/11/2025;04:00:00;1.059;0.22;240.19;4.41;0.0;0.0;55.0;6.2;67.6;0.12
28/11/2025;05:00:00;1.475;0.215;242.88;6.07;0.0;0.0;55.0;7.5;78.7;0.12
28/11/2025;06:00:00;2.207;0.229;238.68;9.24;0.0;0.0;55.0;6.3;72.7;0.22
28/11/2025;07:00:00;2.8;0.273;240.14;11.66;0.0;9.0;55.0;8.1;66.9;0.3
28/11/2025;08:00:00;3.471;0.389;239.59;14.49;0.0;16.2;55.0;9.2;70.5;0.76
28/11/2025;09:00:00;2.709;0.219;246.37;11.0;0.0;5.9;55.0;12.3;61.9;0.71
28/11/2025;10:00:00;2.115;0.347;237.89;8.89;0.0;0.0;55.0;13.4;59.7;0.77
28/11/2025;11:00:00;1.459;0.204;238.92;6.11;0.0;0.0;55.0;13.4;72.2;0.65
28/11/2025;12:00:00;1.198;0.217;237.32;5.05;0.0;0.0;55.0;15.8;56.0;0.65
28/11/2025;13:00:00;3.517;0.232;243.65;14.43;0.0;0.0;55.0;15.5;60.2;0.74
28/11/2025;14:00:00;1.375;0.162;243.86;5.64;0.0;0.0;55.0;16.4;62.8;0.76
28/11/2025;15:00:00;1.252;0.114;239.39;5.23;0.0;0.0;55.0;19.5;54.1;0.74
28/11/2025;16:00:00;1.387;0.195;243.32;5.7;0.0;0.0;55.0;18.8;62.6;0.77
28/11/2025;17:00:00;1.961;0.254;240.92;8.14;0.0;0.0;55.0;14.4;61.4;0.67
28/11/2025;18:00:00;2.651;0.335;241.97;10.96;0.7;0.0;55.0;16.8;64.3;0.7
28/11/2025;19:00:00;3.045;0.316;237.21;12.84;16.8;0.0;55.0;15.7;64.8;0.26
28/11/2025;20:00:00;3.677;0.638;240.45;15.29;13.1;0.0;55.0;11.6;63.9;0.34
28/11/2025;21:00:00;2.924;0.386;245.24;11.92;5.3;0.0;55.0;13.2;72.4;0.3
28/11/2025;22:00:00;2.37;0.2;244.14;9.71;0.0;0.0;55.0;13.0;60.7;0.27
28/11/2025;23:00:00;1.957;0.28;242.25;8.08;0.0;0.0;55.0;7.8;74.9;0.29
29/11/2025;00:00:00;1.335;0.202;242.66;5.5;0.0;0.0;55.0;7.1;74.6;0.14
29/11/2025;01:00:00;1.034;0.055;246.81;4.19;0.0;0.0;55.0;9.2;75.9;0.14
29/11/2025;02:00:00;1.095;0.093;242.2;4.52;0.0;0.0;55.0;7.6;69.2;0.14
29/11/2025;03:00:00;1.213;0.111;238.15;5.1;0.0;0.0;55.0;7.8;64.2;0.14
29/11/2025;04:00:00;1.137;0.105;243.4;4.67;0.0;0.0;55.0;7.7;78.6;0.14
29/11/2025;05:00:00;1.393;0.126;239.79;5.81;0.0;0.0;55.0;8.3;66.1;0.14
29/11/2025;06:00:00;2.462;0.237;241.37;10.2;0.0;0.0;55.0;6.5;65.2;0.35
29/11/2025;07:00:00;3.004;0.284;240.33;12.5;0.0;17.1;55.0;11.1;64.6;0.37
29/11/2025;08:00:00;3.019;0.605;238.02;12.68;0.0;18.0;55.0;12.5;59.5;0.31
29/11/2025;09:00:00;2.651;0.277;240.86;11.01;0.0;12.8;55.0;11.7;67.7;0.27
29/11/2025;10:00:00;1.778;0.195;242.71;7.33;0.0;0.0;55.0;13.2;60.8;0.37
29/11/2025;11:00:00;1.074;0.102;242.07;4.44;0.0;0.0;55.0;12.2;63.2;0.32
29/11/2025;12:00:00;1.001;0.215;241.34;4.15;0.0;0.0;55.0;16.3;66.2;0.27
29/11/2025;13:00:00;1.12;0.158;239.44;4.68;0.0;0.0;55.0;17.2;63.8;0.27
29/11/2025;14:00:00;0.799;0.123;235.35;3.4;0.0;0.0;55.0;16.7;61.1;0.27
29/11/2025;15:00:00;3.114;0.545;239.87;12.98;0.0;0.0;55.0;18.7;60.3;0.36
29/11/2025;16:00:00;1.237;0.132;241.55;5.12;0.0;0.0;55.0;16.3;61.4;0.35
29/11/2025;17:00:00;1.768;0.38;233.96;7.56;0.0;0.0;55.0;17.2;58.5;0.28
29/11/2025;18:00:00;4.763;0.361;239.81;19.86;6.2;0.0;55.0;14.0;63.2;0.37
29/11/2025;19:00:00;3.348;0.428;239.73;13.96;11.8;0.0;55.0;14.5;65.3;0.29
29/11/2025;20:00:00;4.005;0.299;237.44;16.87;1.7;0.0;55.0;13.0;63.3;0.36
29/11/2025;21:00:00;3.569;0.658;242.13;14.74;21.6;0.0;55.0;12.3;66.6;0.32
29/11/2025;22:00:00;3.07;0.21;242.64;12.65;0.0;0.0;55.0;10.2;62.1;0.35
29/11/2025;23:00:00;2.163;0.312;245.08;8.83;0.0;0.0;55.0;9.3;63.9;0.31
30/11/2025;00:00:00;0.898;0.061;239.92;3.74;0.0;0.0;55.0;9.7;63.0;0.14
30/11/2025;01:00:00;1.12;0.142;243.62;4.6;0.0;0.0;55.0;7.0;66.0;0.14
30/11/2025;02:00:00;1.355;0.132;237.71;5.7;0.0;0.0;55.0;4.8;77.0;0.14
30/11/2025;03:00:00;0.906;0.184;238.96;3.79;0.0;0.0;55.0;9.6;70.3;0.14
30/11/2025;04:00:00;0.965;0.057;241.9;3.99;0.0;0.0;55.0;9.2;61.6;0.14
30/11/2025;05:00:00;1.404;0.225;238.16;5.89;0.0;0.0;55.0;5.7;72.0;0.14
30/11/2025;06:00:00;4.315;0.726;239.55;18.01;0.0;0.0;55.0;9.5;64.8;0.34
30/11/2025;07:00:00;2.805;0.564;242.35;11.57;0.0;5.1;55.0;8.7;64.0;0.27
30/11/2025;08:00:00;3.305;0.658;239.98;13.77;0.0;3.5;55.0;11.1;58.1;0.32
30/11/2025;09:00:00;2.615;0.565;237.43;11.01;0.0;0.2;55.0;12.4;69.3;0.39
30/11/2025;10:00:00;1.508;0.14;238.35;6.33;0.0;0.0;55.0;12.9;57.2;0.29
30/11/2025;11:00:00;1.247;0.121;239.23;5.21;0.0;0.0;55.0;13.3;63.5;0.35
30/11/2025;12:00:00;1.138;0.134;241.65;4.71;0.0;0.0;55.0;14.5;58.1;0.31
30/11/2025;13:00:00;0.896;0.127;239.09;3.75;0.0;0.0;55.0;15.0;66.3;0.34
30/11/2025;14:00:00;0.693;0.078;233.14;2.97;0.0;0.0;55.0;15.6;60.3;0.28
30/11/2025;15:00:00;0.786;0.138;242.2;3.24;0.0;0.0;55.0;16.9;60.2;0.32
30/11/2025;16:00:00;1.443;0.074;241.81;5.97;0.0;0.0;55.0;15.8;61.3;0.39
30/11/2025;17:00:00;3.86;0.205;237.02;16.29;0.0;0.0;55.0;17.4;62.0;0.28
30/11/2025;18:00:00;2.801;0.481;236.83;11.83;21.0;0.0;55.0;17.8;60.3;0.34
30/11/2025;19:00:00;3.564;0.713;243.78;14.62;22.0;0.0;55.0;13.6;63.3;0.33
30/11/2025;20:00:00;3.728;0.679;239.33;15.58;22.0;0.0;55.0;13.7;60.9;0.33
30/11/2025;21:00:00;3.683;0.257;242.11;15.21;16.7;0.0;55.0;12.7;56.3;0.34
30/11/2025;22:00:00;4.906;1.025;238.06;20.61;0.0;0.0;55.0;11.4;59.7;0.32
30/11/2025;23:00:00;1.887;0.262;241.83;7.8;0.0;0.0;55.0;9.6;70.3;0.26
01/12/2025;00:00:00;1.181;0.208;237.42;4.97;0.0;0.0;55.0;5.2;68.7;0.12
01/12/2025;01:00:00;1.448;0.122;241.18;6.0;0.0;0.0;55.0;4.0;67.9;0.12
01/12/2025;02:00:00;1.678;0.24;241.0;6.96;0.0;0.0;55.0;0.9;66.6;0.12
01/12/2025;03:00:00;1.321;0.14;234.22;5.64;0.0;0.0;55.0;3.9;62.7;0.12
01/12/2025;04:00:00;1.177;0.254;240.35;4.9;0.0;0.0;55.0;4.1;67.6;0.12
01/12/2025;05:00:00;1.525;0.199;237.99;6.41;0.0;0.0;55.0;2.1;77.1;0.12
01/12/2025;06:00:00;2.131;0.38;243.06;8.77;0.0;0.0;55.0;4.1;68.3;0.33
01/12/2025;07:00:00;4.88;0.745;240.66;20.28;0.0;6.1;55.0;6.1;71.5;0.33
01/12/2025;08:00:00;3.485;0.23;239.31;14.56;0.0;19.8;55.0;6.0;66.6;0.64
01/12/2025;09:00:00;3.265;0.465;244.25;13.37;0.0;19.6;55.0;9.2;70.2;0.81
01/12/2025;10:00:00;2.194;0.311;234.67;9.35;0.0;0.0;55.0;12.4;62.7;0.76
01/12/2025;11:00:00;1.567;0.269;245.4;6.39;0.0;0.0;55.0;8.9;61.1;0.62
01/12/2025;12:00:00;1.418;0.149;245.25;5.78;0.0;0.0;55.0;9.1;65.8;0.62
01/12/2025;13:00:00;1.218;0.239;238.91;5.1;0.0;0.0;55.0;12.4;73.7;0.64
01/12/2025;14:00:00;1.359;0.212;242.49;5.6;0.0;0.0;55.0;13.5;72.5;0.74
01/12/2025;15:00:00;1.563;0.089;241.36;6.48;0.0;0.0;55.0;12.3;67.0;0.63
01/12/2025;16:00:00;1.35;0.23;233.04;5.79;0.0;0.0;55.0;14.6;62.0;0.56
01/12/2025;17:00:00;2.467;0.504;239.69;10.29;0.0;0.0;55.0;9.9;68.0;0.71
01/12/2025;18:00:00;3.04;0.505;236.46;12.86;8.0;0.0;55.0;12.2;66.2;0.63
01/12/2025;19:00:00;3.315;0.38;236.2;14.04;23.2;0.0;55.0;9.2;66.8;0.25
01/12/2025;20:00:00;3.515;0.529;239.2;14.7;14.2;0.0;55.0;11.5;67.4;0.31
01/12/2025;21:00:00;3.213;0.254;239.3;13.43;6.5;0.0;55.0;10.6;67.0;0.23
01/12/2025;22:00:00;2.978;0.453;243.4;12.24;0.0;0.0;55.0;5.2;68.7;0.33
01/12/2025;23:00:00;2.274;0.307;237.89;9.56;0.0;0.0;55.0;4.3;65.0;0.33
02/12/2025;00:00:00;1.38;0.075;238.89;5.78;0.0;0.0;55.0;5.4;67.8;0.12
02/12/2025;01:00:00;1.248;0.131;243.83;5.12;0.0;0.0;55.0;2.7;76.2;0.12
02/12/2025;02:00:00;1.37;0.113;239.49;5.72;0.0;0.0;55.0;2.7;72.1;0.12
02/12/2025;03:00:00;1.484;0.173;238.56;6.22;0.0;0.0;55.0;2.6;73.8;0.12
02/12/2025;04:00:00;1.758;0.16;242.4;7.25;0.0;0.0;55.0;-0.1;73.1;0.12
02/12/2025;05:00:00;1.908;0.366;241.49;7.9;0.0;0.0;55.0;3.3;66.5;0.12
02/12/2025;06:00:00;2.111;0.356;240.28;8.79;0.0;0.0;55.0;3.0;70.8;0.26
02/12/2025;07:00:00;2.833;0.498;242.59;11.68;0.0;1.6;55.0;4.4;65.8;0.29
02/12/2025;08:00:00;3.058;0.34;236.51;12.93;0.0;9.3;55.0;8.5;62.2;0.67
02/12/2025;09:00:00;3.05;0.154;238.37;12.79;0.0;1.4;55.0;5.7;75.8;0.73
02/12/2025;10:00:00;1.992;0.174;245.6;8.11;0.0;0.0;55.0;10.1;64.2;0.71
02/12/2025;11:00:00;1.607;0.287;231.5;6.94;0.0;0.0;55.0;9.7;62.9;0.63
02/12/2025;12:00:00;1.384;0.211;238.12;5.81;0.0;0.0;55.0;10.7;73.9;0.63
02/12/2025;13:00:00;1.325;0.188;236.69;5.6;0.0;0.0;55.0;13.1;68.0;0.68
02/12/2025;14:00:00;1.247;0.122;240.2;5.19;0.0;0.0;55.0;12.9;62.2;0.66
02/12/2025;15:00:00;1.411;0.089;241.69;5.84;0.0;0.0;55.0;13.5;65.8;0.69
02/12/2025;16:00:00;1.562;0.286;243.1;6.42;0.0;0.0;55.0;13.9;62.1;0.68
02/12/2025;17:00:00;2.012;0.114;238.85;8.42;0.0;0.0;55.0;11.4;61.8;0.64
02/12/2025;18:00:00;2.835;0.17;237.42;11.94;22.3;0.0;55.0;10.2;68.6;0.79
02/12/2025;19:00:00;3.49;0.35;235.94;14.79;17.2;0.0;55.0;8.5;66.0;0.28
02/12/2025;20:00:00;3.997;0.589;240.13;16.65;24.2;0.0;55.0;7.7;68.6;0.32
02/12/2025;21:00:00;3.547;0.776;245.96;14.42;15.0;0.0;55.0;12.0;69.9;0.32
02/12/2025;22:00:00;2.892;0.189;238.35;12.13;0.0;0.0;55.0;8.2;72.4;0.32
02/12/2025;23:00:00;2.484;0.324;239.8;10.36;0.0;0.0;55.0;3.1;69.2;0.23
03/12/2025;00:00:00;1.526;0.232;240.38;6.35;0.0;0.0;55.0;2.1;75.2;0.12
03/12/2025;01:00:00;1.392;0.264;238.82;5.83;0.0;0.0;55.0;4.0;65.6;0.12
03/12/2025;02:00:00;1.394;0.233;243.99;5.71;0.0;0.0;55.0;3.6;73.8;0.12
03/12/2025;03:00:00;1.384;0.259;243.39;5.69;0.0;0.0;55.0;3.4;72.4;0.12
03/12/2025;04:00:00;1.577;0.219;242.29;6.51;0.0;0.0;55.0;2.4;74.4;0.12
03/12/2025;05:00:00;1.592;0.197;242.69;6.56;0.0;0.0;55.0;3.1;70.4;0.12
03/12/2025;06:00:00;2.217;0.344;238.08;9.31;0.0;0.0;55.0;4.6;81.2;0.34
03/12/2025;07:00:00;2.682;0.545;236.79;11.33;0.0;1.6;55.0;5.2;65.7;0.25
03/12/2025;08:00:00;3.685;0.529;238.1;15.48;0.0;7.0;55.0;3.0;76.9;0.63
03/12/2025;09:00:00;2.954;0.452;240.79;12.27;0.0;3.5;55.0;7.3;63.4;0.7
03/12/2025;10:00:00;2.255;0.242;239.09;9.43;0.0;0.0;55.0;7.6;70.8;0.59
03/12/2025;11:00:00;1.819;0.275;241.59;7.53;0.0;0.0;55.0;10.4;69.0;0.8
03/12/2025;12:00:00;1.283;0.201;240.3;5.34;0.0;0.0;55.0;15.6;62.2;0.7
03/12/2025;13:00:00;1.318;0.235;236.25;5.58;0.0;0.0;55.0;12.5;61.9;0.58
03/12/2025;14:00:00;1.288;0.19;243.47;5.29;0.0;0.0;55.0;12.0;65.5;0.63
03/12/2025;15:00:00;1.333;0.111;238.57;5.59;0.0;0.0;55.0;14.0;64.5;0.63
03/12/2025;16:00:00;1.525;0.227;242.2;6.3;0.0;0.0;55.0;13.2;72.8;0.67
03/12/2025;17:00:00;1.888;0.19;237.63;7.94;0.0;0.0;55.0;12.6;60.0;0.71
03/12/2025;18:00:00;2.938;0.191;237.53;12.37;14.1;0.0;55.0;12.1;62.0;0.73
03/12/2025;19:00:00;3.212;0.611;237.4;13.53;10.6;0.0;55.0;13.2;65.3;0.33
03/12/2025;20:00:00;3.866;0.237;235.99;16.38;5.0;0.0;55.0;7.2;67.4;0.22
03/12/2025;21:00:00;3.474;0.547;236.06;14.72;5.1;0.0;55.0;8.3;67.2;0.34
03/12/2025;22:00:00;2.764;0.603;241.07;11.47;0.0;0.0;55.0;4.9;75.8;0.29
03/12/2025;23:00:00;2.135;0.139;237.4;8.99;0.0;0.0;55.0;5.9;55.5;0.24
04/12/2025;00:00:00;1.541;0.135;240.97;6.39;0.0;0.0;55.0;2.7;69.3;0.12
04/12/2025;01:00:00;1.494;0.268;240.28;6.22;0.0;0.0;55.0;2.7;63.6;0.12
04/12/2025;02:00:00;1.439;0.096;242.46;5.93;0.0;0.0;55.0;2.3;66.6;0.12
04/12/2025;03:00:00;1.159;0.222;237.15;4.89;0.0;0.0;55.0;4.1;83.2;0.12
04/12/2025;04:00:00;1.275;0.064;242.97;5.25;0.0;0.0;55.0;4.2;74.1;0.12
04/12/2025;05:00:00;1.812;0.365;237.46;7.63;0.0;0.0;55.0;1.4;78.0;0.12
04/12/2025;06:00:00;2.02;0.124;232.32;8.7;0.0;0.0;55.0;4.2;70.7;0.29
04/12/2025;07:00:00;2.844;0.588;240.53;11.82;0.0;11.6;55.0;4.0;75.0;0.23
04/12/2025;08:00:00;5.811;1.145;237.55;24.46;0.0;1.1;55.0;4.4;62.0;0.72
04/12/2025;09:00:00;3.212;0.455;244.2;13.15;0.0;4.7;55.0;7.3;73.8;0.71
04/12/2025;10:00:00;2.284;0.416;240.84;9.48;0.0;0.0;55.0;8.4;63.5;0.6
04/12/2025;11:00:00;1.56;0.098;239.76;6.51;0.0;0.0;55.0;13.7;60.7;0.66
04/12/2025;12:00:00;1.444;0.105;240.56;6.0;0.0;0.0;55.0;11.8;67.5;0.7
04/12/2025;13:00:00;1.421;0.16;238.61;5.95;0.0;0.0;55.0;9.9;68.1;0.75
04/12/2025;14:00:00;1.33;0.188;244.72;5.44;0.0;0.0;55.0;11.6;65.6;0.71
04/12/2025;15:00:00;1.228;0.243;238.47;5.15;0.0;0.0;55.0;14.1;56.3;0.72
04/12/2025;16:00:00;1.558;0.222;241.3;6.46;0.0;0.0;55.0;15.6;62.4;0.69
04/12/2025;17:00:00;2.174;0.354;237.71;9.14;0.0;0.0;55.0;9.6;71.6;0.65
04/12/2025;18:00:00;2.968;0.491;240.0;12.36;18.5;0.0;55.0;8.3;65.1;0.62
04/12/2025;19:00:00;3.112;0.62;236.54;13.16;3.7;0.0;55.0;12.9;70.6;0.22
04/12/2025;20:00:00;3.894;0.709;240.64;16.18;7.3;0.0;55.0;9.5;62.4;0.33
04/12/2025;21:00:00;3.645;0.788;240.18;15.17;14.7;0.0;55.0;6.3;69.4;0.3
04/12/2025;22:00:00;2.681;0.143;241.54;11.1;0.0;0.0;55.0;7.1;76.4;0.23
04/12/2025;23:00:00;2.439;0.208;241.31;10.11;0.0;0.0;55.0;1.2;70.1;0.22
05/12/2025;00:00:00;1.55;0.323;240.08;6.45;0.0;0.0;55.0;4.1;76.4;0.12
05/12/2025;01:00:00;1.444;0.267;245.71;5.88;0.0;0.0;55.0;3.8;81.3;0.12
05/12/2025;02:00:00;1.155;0.11;239.95;4.81;0.0;0.0;55.0;4.2;71.9;0.12
05/12/2025;03:00:00;1.428;0.308;240.11;5.95;0.0;0.0;55.0;1.1;70.9;0.12
05/12/2025;04:00:00;1.354;0.268;239.76;5.65;0.0;0.0;55.0;2.9;68.2;0.12
05/12/2025;05:00:00;1.899;0.116;240.57;7.89;0.0;0.0;55.0;1.9;79.4;0.12
05/12/2025;06:00:00;2.349;0.441;239.2;9.82;0.0;0.0;55.0;4.5;77.2;0.28
05/12/2025;07:00:00;2.818;0.517;238.97;11.79;0.0;16.1;55.0;3.8;78.6;0.22
05/12/2025;08:00:00;3.382;0.296;242.11;13.97;0.0;9.0;55.0;5.7;69.7;0.63
05/12/2025;09:00:00;3.142;0.515;239.86;13.1;0.0;9.2;55.0;6.1;74.7;0.7
05/12/2025;10:00:00;2.25;0.484;242.95;9.26;0.0;0.0;55.0;9.9;66.3;0.74
05/12/2025;11:00:00;1.499;0.247;234.7;6.39;0.0;0.0;55.0;11.4;60.9;0.69
05/12/2025;12:00:00;1.517;0.286;244.26;6.21;0.0;0.0;55.0;10.8;71.4;0.8
05/12/2025;13:00:00;1.142;0.076;242.51;4.71;0.0;0.0;55.0;12.0;73.0;0.65
05/12/2025;14:00:00;1.627;0.283;239.86;6.78;0.0;0.0;55.0;10.3;61.1;0.7
05/12/2025;15:00:00;1.28;0.109;239.78;5.34;0.0;0.0;55.0;12.2;59.5;0.76
05/12/2025;16:00:00;1.469;0.091;241.79;6.08;0.0;0.0;55.0;12.4;64.7;0.73
05/12/2025;17:00:00;2.026;0.292;237.13;8.55;0.0;0.0;55.0;15.9;66.5;0.7
05/12/2025;18:00:00;2.872;0.51;240.11;11.96;18.2;0.0;55.0;9.5;61.2;0.72
05/12/2025;19:00:00;3.171;0.453;240.43;13.19;1.0;0.0;55.0;12.3;65.7;0.33
05/12/2025;20:00:00;3.582;0.746;234.28;15.29;11.3;0.0;55.0;10.4;63.1;0.25
05/12/2025;21:00:00;3.498;0.589;240.97;14.52;8.7;0.0;55.0;8.0;71.5;0.24
05/12/2025;22:00:00;2.696;0.189;236.21;11.41;0.0;0.0;55.0;9.0;63.2;0.3
05/12/2025;23:00:00;2.455;0.513;243.03;10.1;0.0;0.0;55.0;5.7;73.7;0.34
06/12/2025;00:00:00;1.331;0.101;243.75;5.46;0.0;0.0;55.0;4.7;69.9;0.14
06/12/2025;01:00:00;1.561;0.279;244.23;6.39;0.0;0.0;55.0;3.2;67.2;0.14
06/12/2025;02:00:00;1.368;0.103;239.1;5.72;0.0;0.0;55.0;4.6;71.0;0.14
06/12/2025;03:00:00;1.619;0.356;239.06;6.77;0.0;0.0;55.0;4.3;61.3;0.14
06/12/2025;04:00:00;1.686;0.18;234.47;7.19;0.0;0.0;55.0;1.8;70.1;0.14
06/12/2025;05:00:00;1.818;0.244;241.9;7.51;0.0;0.0;55.0;1.3;75.0;0.14
06/12/2025;06:00:00;2.468;0.319;235.78;10.47;0.0;0.0;55.0;3.8;62.5;0.33
06/12/2025;07:00:00;3.125;0.21;235.94;13.24;0.0;17.2;55.0;3.9;58.4;0.29
06/12/2025;08:00:00;3.47;0.465;239.15;14.51;0.0;11.7;55.0;6.2;57.7;0.38
06/12/2025;09:00:00;2.708;0.204;236.9;11.43;0.0;4.5;55.0;9.5;73.5;0.34
06/12/2025;10:00:00;2.071;0.386;237.31;8.73;0.0;0.0;55.0;8.2;67.4;0.39
